station_code,station_name,longitude,latitude,zone,state,total_connections,in_degree,out_degree,degree_centrality
BDHL,Badhal,75.4516454,27.2520587,NWR,Rajasthan,6,3,3,0.0006674824785849371
KHH,KICHHA,79.519746,28.913427000000002,NER,Uttar Pradesh,4,2,2,0.00044498831905662476
SRKN,Sherekan,74.43499088287354,29.55519806064484,NWR,Rajasthan,5,2,3,0.000556235398820781
BKKA,Bhukarka,74.75103096105158,29.238227312503696,NWR,Rajasthan,2,1,1,0.00022249415952831238
NHR,Nohar,74.77362781763077,29.192562738768984,NWR,Rajasthan,5,3,2,0.000556235398820781
PRGD,Perungudi,80.231363,12.975217,SR,Tamil Nadu,4,2,2,0.00044498831905662476
KNNA,Khinaniyan,74.7179570607841,29.345637263205944,NWR,Haryana,6,3,3,0.0006674824785849371
JKR,JAULKHERA,78.216684,21.838466,,,11,5,6,0.001223717877405718
BYS,BARSALI,78.03136099999999,21.909813,,,9,4,5,0.0010012237178774058
GW,GIRWAR,78.936311,23.838185999999997,,,6,3,3,0.0006674824785849371
DGD,DANGIDHAR,79.019912,23.871771000000003,,,5,3,2,0.000556235398820781
DOD,DHODHAR,75.10354600000001,23.770740999999997,WR,Madhya Pradesh,4,2,2,0.00044498831905662476
GAJ,GANESHGANJ,79.074633,23.895862,,,4,2,2,0.00044498831905662476
JNM,Jayanagar Majilpur Halt,88.415324,22.168635,ER,West Bengal,4,2,2,0.00044498831905662476
NSD,NASIRABAD,74.71699100000001,26.294459999999997,NWR,Rajasthan,4,2,2,0.00044498831905662476
PHA,PATHARIA,79.192899,23.905726,,,5,2,3,0.000556235398820781
NZB,NIZAMABAD,78.103238,18.679164999999998,SCR,Andhra Pradesh,5,2,3,0.000556235398820781
RJO,RAJENDRA PUL,86.01054599999999,25.387446999999998,,,15,8,7,0.0016687061964623428
ADT,ADUTURAI,79.478668,11.009165,SR,Tamil Nadu,8,4,4,0.0008899766381132495
KMU,KUMBAKONAM,79.388644,10.952962,SR,Tamil Nadu,8,4,4,0.0008899766381132495
MNM,MANAMADURAI JN,78.45351,9.681538999999999,SR,Tamil Nadu,6,3,3,0.0006674824785849371
GKP,GORAKHPUR JN,83.381499,26.759311,,,22,12,10,0.002447435754811436
VRM,VARNAMA,73.16928300000001,22.184274000000002,,,10,5,5,0.001112470797641562
GKC,GORAKHPUR CANT,83.416821,26.750649,,,13,6,7,0.0014462120369340306
ITA,ITOLA,73.156746,22.149889,,,12,6,6,0.0013349649571698743
BTU,BARAUT,77.273006,29.09692,NR,Uttar Pradesh,4,2,2,0.00044498831905662476
MOGA,Moga,75.16846699999999,30.817296,NR,Punjab,4,2,2,0.00044498831905662476
SIOB,SAMAKHIALI JN,70.503394,23.309819,,,8,4,4,0.0008899766381132495
RDK,Rasheedpura Khori,75.087121,27.713786000000002,NWR,Rajasthan,4,2,2,0.00044498831905662476
PVD,PEDDAVADIAPUDI,80.612645,16.414205000000003,,,14,8,6,0.0015574591166981867
YLM,ELLAMANCHILI,82.85262,17.553652000000003,,,11,6,5,0.001223717877405718
CHPT,Chatrappatti,77.655113,10.476970999999999,,,0,0,0,0.0
JLD,JARWAL ROAD,81.540406,27.120389,,,6,4,2,0.0006674824785849371
BRJN,BRAJRAJNAGAR,83.923653,21.822718000000002,,,8,3,5,0.0008899766381132495
CLJ,COLONELGANJ,81.69417800000001,27.137698,,,7,4,3,0.0007787295583490933
KTHL,KATHOLA,81.8556626477,27.1465555756,,,9,4,5,0.0010012237178774058
MND,MUNDERWA,82.903373,26.776435,,,13,6,7,0.0014462120369340306
SNSI,SAINAGAR SHIRDI,74.4806877,19.780792299999998,CR,Maharashtra,4,2,2,0.00044498831905662476
DLJ,DHOLA JN,71.738273,21.822549000000002,WR,Gujarat,10,5,5,0.001112470797641562
PGW,PHAGWARA JN,75.7655019775,31.217555749800002,,,14,7,7,0.0015574591166981867
JUP,Jhunpa,75.521553,28.777449,?,Rajasthan,4,2,2,0.00044498831905662476
JSG,JHARSUGUDA JN,84.017427,21.862274,,,17,10,7,0.0018912003559906554
KYW,KARCHHUE,84.20715351199999,26.2311244405,,,8,4,4,0.0008899766381132495
MHRN,MAHENDRANATH,84.509909,26.000739,,,5,3,2,0.000556235398820781
TKVR,TAPPA KHAJURIAY,84.688889,25.807401000000002,,,8,4,4,0.0008899766381132495
DPI,DODDAMPATTI,78.42225009,12.18134581,,,10,4,6,0.001112470797641562
AQG,ASHAPURA GOMAT,71.892665,26.950232,NWR,Rajasthan,5,3,2,0.000556235398820781
NEA,NEYKKARAPATTI,78.09669699999999,11.612765,,,10,3,7,0.001112470797641562
GRL,GORAUL,85.318477,25.931048999999998,,,10,4,6,0.001112470797641562
KHI,KURHANI,85.339288,25.979631,,,7,4,3,0.0007787295583490933
VNJ,TIRUPPUR VANJIPALAYAM,77.26580200000001,11.117790999999999,,,11,7,4,0.001223717877405718
CBF,COIMBATORE NORTH,76.954304,11.019937,,,14,6,8,0.0015574591166981867
UMB,AMBALA CANT JN,76.826966,30.338918,,,19,10,9,0.0021136945155189675
SRO,SIRATHU,81.31786,25.650642,,,9,6,3,0.0010012237178774058
SJT,SHUJAATPUR,81.401934,25.605607000000003,,,8,5,3,0.0008899766381132495
BDNP,BIDANPUR,81.44201699999999,25.585017,,,10,5,5,0.001112470797641562
MTPC,MOTIPURA CHAUKI,77.04829951629999,24.6093382288,WCR,Rajasthan,4,2,2,0.00044498831905662476
HTZ,HATHIDAH JN,85.987826,25.367027,,,11,5,6,0.001223717877405718
DDNI,DUDHNOI,90.76188,26.001459,NFR,Assam,7,4,3,0.0007787295583490933
RDE,RUNDHI,77.350991,28.067751,,,15,11,4,0.0016687061964623428
IJ,ITAUNJA,80.89123400000001,27.081066999999997,NER,Uttar Pradesh,5,2,3,0.000556235398820781
RMX,Ramsar,70.866078,25.722252,NWR,Rajasthan,4,2,2,0.00044498831905662476
PBE,PILIBHIT JN,79.813946,28.614977999999997,NER,Uttar Pradesh,20,9,11,0.002224941595283124
RMB,Rampura Beri,75.64547982849999,28.5301320576,NWR,Rajasthan,4,2,2,0.00044498831905662476
MGS,MUGHAL SARAI JN,83.11925000000001,25.278149,,,31,17,14,0.003448659472688842
RSWT,Ramgarh Shekhawati,74.993046,28.169397,NWR,Rajasthan,4,2,2,0.00044498831905662476
BKNA,BAKAINA HALT,78.27473099999999,29.035800000000002,,,4,2,2,0.00044498831905662476
HBD,HOSHANGABAD,77.715594,22.75274,,,10,6,4,0.001112470797641562
ANA,ASLANA,79.319493,23.860522,,,6,3,3,0.0006674824785849371
BNI,BUDNI,77.6812826,22.7871143,,,11,7,4,0.001223717877405718
DMGN,DHAMALGAON,94.85656900000001,27.325566,NFR,Assam,7,3,4,0.0007787295583490933
LKPL,LAKDIKAPUL,78.463527,17.404048000000003,SCR,Andhra Pradesh,4,2,2,0.00044498831905662476
BRUD,BARUD,76.814085,22.052142,WCR,Madhya Pradesh,9,3,6,0.0010012237178774058
DVL,DEVLALI,73.83729,19.897509,,,9,4,5,0.0010012237178774058
JRTR,Jurtara,79.76127199999999,22.253004999999998,,,0,0,0,0.0
REWA,REWA,81.250615,24.537122,WCR,Madhya Pradesh,9,3,6,0.0010012237178774058
DOK,DHOLKA,72.433842,22.731982,WR,Gujarat,5,3,2,0.000556235398820781
NDR,NANDESARI,73.0952734283,22.418331636999998,,,10,6,4,0.001112470797641562
MYG,MIYAGAM KARJAN,73.120353,22.050722,,,15,9,6,0.0016687061964623428
MBA,MAHOBA,79.849079,25.306914,NCR,Uttar Pradesh,7,3,4,0.0007787295583490933
JGZ,Jamgaon,80.198945,22.418426,SECR,Madhya Pradesh,4,2,2,0.00044498831905662476
BHKH,BAGHOI KUSA,84.46243313289999,24.8399006513,,,7,3,4,0.0007787295583490933
NOLI,NOLI,77.31077099999999,28.746571,NR,Uttar Pradesh,4,2,2,0.00044498831905662476
SUJR,SUJRA,77.26134099999999,29.012729,NR,Uttar Pradesh,6,3,3,0.0006674824785849371
AMOD,Amod,72.86546467803419,21.990791167399735,WR,Gujarat,2,1,1,0.00022249415952831238
LKD,LAKODARA,73.09899399999999,21.991872,,,11,6,5,0.001223717877405718
VKL,Vankal,73.23136643506587,21.439673931772646,WR,Gujarat,4,2,2,0.00044498831905662476
BY,BYCULLA,72.833211,18.97695,CR,Maharashtra,8,5,3,0.0008899766381132495
BNR,BHAGWANPUR,85.30109021000001,25.858316719999998,,,10,6,4,0.001112470797641562
KTY,Kotturu,76.21354088187218,14.826788325296278,SWR,Tamil Nadu,0,0,0,0.0
BLMR,Bhalukmara,94.143709,26.685532,NFR,Assam,6,3,3,0.0006674824785849371
ANJ,Anjangaon,77.31896504759789,21.163199753077336,CR,Maharashtra,4,2,2,0.00044498831905662476
DEB,Debagram,88.306807,23.685277,ER,West Bengal,4,2,2,0.00044498831905662476
ELP,Achalpur,77.51926277764142,21.27760302246017,CR,Maharashtra,2,1,1,0.00022249415952831238
BTY,Bethuadahari,88.384597,23.610275,ER,West Bengal,4,2,2,0.00044498831905662476
WARUD,Warud,78.65141943097115,20.74690547756532,CR,Maharashtra,0,0,0,0.0
VLKN,Velankanni,79.84618068672717,10.686877168293023,?,Tamil Nadu,0,0,0,0.0
PCU,PUTLACHERUVU,81.112395,16.484823,SCR,Andhra Pradesh,4,2,2,0.00044498831905662476
BNPT,BENNIPATTI PIRAPUR,85.3090478906,25.892949366,,,14,8,6,0.0015574591166981867
JM,JALAMB JN,76.573236,20.813007000000002,,,10,6,4,0.001112470797641562
GPJ,Gorapur,82.79406,18.346936,ECoR,Andhra Pradesh,2,1,1,0.00022249415952831238
ABEO,Pattaravakkam,80.16618146561086,13.114499981582952,SR,,2,1,1,0.00022249415952831238
SEG,SHEGAON,76.690331,20.801724,,,8,4,4,0.0008899766381132495
GDU,Gudru Halt,80.1163395764,22.2718946035,SECR,Madhya Pradesh,4,2,2,0.00044498831905662476
BGNA,Balgona,87.95045644976199,23.458049719226736,ER,West Bengal,2,1,1,0.00022249415952831238
KLNP,Kalinarayanpur,88.573216,23.206506,ER,West Bengal,5,2,3,0.000556235398820781
NGZ,S K NAGJIHARI,76.755353,20.761640999999997,,,8,2,6,0.0008899766381132495
PS,PARAS,76.815865,20.724519,,,7,3,4,0.0007787295583490933
BRDB,Barda,88.08753041,22.15295838,SER,West Bengal,4,2,2,0.00044498831905662476
GAO,GAIGAON,76.890093,20.720684,,,6,3,3,0.0006674824785849371
RRL,REWRAL,79.468096,21.261121,,,8,4,4,0.0008899766381132495
KHAT,KHAT,79.550792,21.242242,,,5,3,2,0.000556235398820781
BRD,BHANDARA ROAD,79.64752299999999,21.238512,,,7,2,5,0.0007787295583490933
KOKA,KOKA,79.71240900000001,21.263021,,,6,2,4,0.0006674824785849371
DAO,DAGHORA,83.678086,21.857535000000002,,,11,4,7,0.001223717877405718
HGR,HEMAGIRI,83.742815,21.876503999999997,,,9,5,4,0.0010012237178774058
NIR,Nainpur Junction,80.108853,22.425676,SECR,Madhya Pradesh,11,6,5,0.001223717877405718
NCH,NAKACHARI,94.3939129431,26.7081333353,NFR,Assam,10,5,5,0.001112470797641562
APDJ,ALIPUR DUAR JN,89.534048,26.523279,NFR,West Bengal,11,5,6,0.001223717877405718
BRE,BHARWARI,81.4918665,25.5591917,,,7,3,4,0.0007787295583490933
JTK,Jhitkia,88.05297200000001,25.626133,NFR,West Bengal,4,2,2,0.00044498831905662476
MNJ,MANOHARGANJ,81.55907499999999,25.524992,,,4,2,2,0.00044498831905662476
SYWN,SAIYID SARAWAN,81.613788,25.494982,,,5,2,3,0.000556235398820781
MRE,MANAURI,81.662491,25.470171,,,7,3,4,0.0007787295583490933
BMU,BAMHRAULI,81.741641,25.44494,,,7,4,3,0.0007787295583490933
SFG,SUBEDARGANJ,81.789897,25.439879,,,8,4,4,0.0008899766381132495
KLX,KOLAKALUR,80.627521,16.295185999999998,,,13,5,8,0.0014462120369340306
CLVR,CHILUVUR,80.61690800000001,16.379558,,,12,5,7,0.0013349649571698743
KVR,KOVVUR,81.726495,17.007084,,,10,6,4,0.001112470797641562
GVN,GODAVARI,81.77083,17.007707,,,8,4,4,0.0008899766381132495
KJKD,KANJIKODE,76.75531600000001,10.800919,,,9,3,6,0.0010012237178774058
SNKR,Sanka,86.616164,23.52693,SER,West Bengal,4,2,2,0.00044498831905662476
VNK,Binaiki,79.902424,22.72003,SECR,Madhya Pradesh,4,2,2,0.00044498831905662476
GCN,Gocharan,88.45836999999999,22.277738,ER,West Bengal,4,2,2,0.00044498831905662476
SEY,Seoni,79.545769,22.075431,SECR,Madhya Pradesh,4,2,2,0.00044498831905662476
SDMD,Sudamdih,86.44032,23.654478,SER,West Bengal,7,4,3,0.0007787295583490933
BJU,BARAUNI JN,85.988748,25.461768000000003,,,15,8,7,0.0016687061964623428
DMO,DAMOH,79.432246,23.836693,,,6,3,3,0.0006674824785849371
ADD,ADAS ROAD,73.0346944543,22.486628078200003,,,9,4,5,0.0010012237178774058
CLC,Chalala,71.16224249999999,21.4155588,WR,Gujarat,4,2,2,0.00044498831905662476
RNO,RANOLI,73.1122662115,22.405252095399998,,,12,6,6,0.0013349649571698743
HP,HARIPUR,74.024928,26.012397,NWR,Rajasthan,5,3,2,0.000556235398820781
KUGT,Kumarghat,92.0348331158,24.1506303119,NFR,Tripura,4,2,2,0.00044498831905662476
AWB,AURANGABAD,75.31064599999999,19.859276,SCR,Maharashtra,6,3,3,0.0006674824785849371
BNL,BEVINAHALU,77.21298975,15.16697376,SCR,Andhra Pradesh,7,3,4,0.0007787295583490933
SMNH,SOMNATH,70.408254,20.896131999999998,WR,Gujarat,3,1,2,0.0003337412392924686
CUPJ,CUDDALORE PORT,79.766287,11.715119,SR,Tamil Nadu,6,3,3,0.0006674824785849371
PLJ,PALEJ,73.072387,21.921578,,,8,3,5,0.0008899766381132495
GOLE,GOLE,72.00004,25.891938,NWR,Rajasthan,4,2,2,0.00044498831905662476
TRO,TIRORA,79.91803499999999,21.415039,,,7,3,4,0.0007787295583490933
JMG,JAMGA,83.564842,21.874971000000002,,,10,6,4,0.001112470797641562
AHLR,AHALYAPUR,83.824844,26.468381,,,8,4,4,0.0008899766381132495
TEL,TENALI JN,80.640413,16.242409000000002,,,29,19,10,0.0032261653131605296
TAT,Tummanamgutta,78.37926300000001,13.707414,SCR,Andhra Pradesh,4,2,2,0.00044498831905662476
CU,CHAGALLU,81.690558,16.965076999999997,,,12,6,6,0.0013349649571698743
PSDA,PASIVEDALA,81.700939,16.99331,,,10,5,5,0.001112470797641562
MBGA,Marwar Bagra,72.59376099999999,25.208689,NWR,Rajasthan,5,3,2,0.000556235398820781
JNE,JANIYANA,72.336284,25.827638,NWR,Rajasthan,4,2,2,0.00044498831905662476
SMR,SAMDHARI JN,72.57300699999999,25.837202,NWR,Rajasthan,6,3,3,0.0006674824785849371
SUT,SUTLANA,72.951414,25.970783,NWR,Rajasthan,4,2,2,0.00044498831905662476
PBR,PORBANDAR,69.615506,21.643597999999997,WR,Gujarat,5,4,1,0.000556235398820781
CKVD,Chikkandawadi,76.2025684888,14.137920273699999,SWR,Karnataka,4,2,2,0.00044498831905662476
BHG,Bhaton Ki Gali,75.712919,27.105646,NWR,Rajasthan,4,2,2,0.00044498831905662476
HMO,Hanumangarh Town,74.33120188303292,29.574220545495677,NWR,Rajasthan,4,2,2,0.00044498831905662476
SANR,SARDARNAGAR,83.494054,26.700858999999998,,,7,3,4,0.0007787295583490933
GRD,Giridih,86.3146452,24.182255899999998,ER,Jharkhand,3,1,2,0.0003337412392924686
CC,CHAURI CHAURA,83.545894,26.673882,,,10,3,7,0.001112470797641562
KMPT,KOMATIPALLI,79.5158922174,18.023547297,,,4,2,2,0.00044498831905662476
HSP,HASANPARTHI RD,79.50184999999999,18.078262,,,13,7,6,0.0014462120369340306
GGY,Gagariya,70.734877,25.741083,NWR,Rajasthan,4,2,2,0.00044498831905662476
NNPR,NONAPAR,83.969786,26.353209,,,7,3,4,0.0007787295583490933
MW,MAIRWA,84.151979,26.240309,,,9,5,4,0.0010012237178774058
KUY,TIRUPPUR KULIPALAYAM,77.3893135876,11.1440279246,,,13,7,6,0.0014462120369340306
PLL,PARLI,76.559421,10.800415,,,9,4,5,0.0010012237178774058
AGTL,Agartala,91.278481,23.792417,NFR,Tripura,2,1,1,0.00022249415952831238
MNY,MANKARAI,76.500232,10.771526,,,9,3,6,0.0010012237178774058
LDY,LAKKITI,76.434467,10.753217,,,9,6,3,0.0010012237178774058
PLPM,PALAPPURAM,76.398385813,10.7525187905,,,7,3,4,0.0007787295583490933
OTP,OTTAPPALAM,76.377993,10.770046,,,7,4,3,0.0007787295583490933
MNUR,MANNANUR,76.323555,10.749322,,,10,5,5,0.001112470797641562
ZRDE,JIRADEI,84.256142,26.220819,,,7,3,4,0.0007787295583490933
SV,SIWAN JN,84.359267,26.210724000000003,,,9,3,6,0.0010012237178774058
PCK,PACHRUKHI,84.415667,26.162627999999998,,,6,3,3,0.0006674824785849371
DDA,DURAUNDHA JN,84.45894600000001,26.086973,,,6,2,4,0.0006674824785849371
CW,CHAINWA,84.49649600000001,26.022117,,,7,3,4,0.0007787295583490933
POK,POKRAN,71.923129,26.930571,NWR,Rajasthan,4,2,2,0.00044498831905662476
OCH,ODHANIYA CHACHA,71.718687,26.972848,NWR,Rajasthan,4,2,2,0.00044498831905662476
EKMA,EKMA,84.53637,25.967099,,,5,3,2,0.000556235398820781
DDP,DAUDPUR,84.591425,25.90709,,,7,4,3,0.0007787295583490933
KPS,KOPA SAMHOTA,84.65281399999999,25.851866,,,8,4,4,0.0008899766381132495
BTHL,BITHAULI,85.29179,25.817069,,,6,2,4,0.0006674824785849371
GB,GAURI BAZAR,83.667801,26.594934000000002,,,12,5,7,0.0013349649571698743
BALR,BAITALPUR,83.7385572,26.5526634,,,8,3,5,0.0008899766381132495
DEOS,DEORIA SADAR,83.7819590961,26.5076811676,,,7,5,2,0.0007787295583490933
NRA,NUNKHAR,83.880179,26.425483,,,8,4,4,0.0008899766381132495
AGMN,Agomoni,89.786242,26.225947,,,0,0,0,0.0
BND,BHANDUP,72.93723505,19.14200998,,,18,8,10,0.0020024474357548117
ASR,AMRITSAR JN,74.858025,31.631511999999997,,,21,12,9,0.00233618867504728
MUC,MULLURKARA,76.271415,10.705843,,,10,5,5,0.001112470797641562
WKI,WADAKANCHERI,76.237041,10.648956,,,10,6,4,0.001112470797641562
SOG,SURATGARH JN,73.90724800000001,29.324152,NWR,Rajasthan,12,5,7,0.0013349649571698743
SNV,Sondad,80.094149,21.079845,SECR,Maharashtra,4,2,2,0.00044498831905662476
QMRS,Kayamsar,75.000562,28.125576,NWR,Rajasthan,4,2,2,0.00044498831905662476
AYB,Aliyabad,75.758306,16.878268000000002,SWR,Karnataka,4,2,2,0.00044498831905662476
MBF,Munabao,70.276543,25.742614,NWR,Rajasthan,2,1,1,0.00022249415952831238
CLDR,Chilikidara,85.827112,21.243022,ECoR,Orissa,4,2,2,0.00044498831905662476
KLYT,Kolayat,72.95507400000001,27.835319,NWR,Rajasthan,4,2,2,0.00044498831905662476
CLD,CHALSA JN,88.798213,26.882215,NFR,West Bengal,5,2,3,0.000556235398820781
CRX,CARRON,88.9704,26.880279,NFR,West Bengal,5,2,3,0.000556235398820781
ETF,ITARSI F CABIN,77.774856,22.61521,,,8,4,4,0.0008899766381132495
CNPI,Chandanpahari,86.953082,24.404224,ER,Jharkhand,4,2,2,0.00044498831905662476
MIG,MIDGHAT,77.647526,22.828141000000002,,,4,2,2,0.00044498831905662476
BNU,BANDAKPUR,79.575956,23.848205999999998,,,4,2,2,0.00044498831905662476
COD,Chhota Gudha,75.599508,27.293803,NWR,Rajasthan,4,2,2,0.00044498831905662476
CHQ,CHOKA,77.638968,22.864326000000002,,,4,2,2,0.00044498831905662476
MB,MORADABAD,78.765801,28.831621000000002,,,23,10,13,0.0025586828345755923
IRA,ISRANA,76.85285999999999,29.291379,NR,Haryana,4,2,2,0.00044498831905662476
KRCA,KARACHIYA YARD,73.132981,22.380046,,,10,5,5,0.001112470797641562
BJW,BAJVA,73.1431251,22.3662226,,,11,6,5,0.001223717877405718
CLN,KOLLIDAM,79.718347,11.332713,SR,Tamil Nadu,4,2,2,0.00044498831905662476
CNA,CHANDERIYA,74.629979,24.939557999999998,WR,Rajasthan,7,4,3,0.0007787295583490933
CRC,CHARKHARI ROAD,79.74565299999999,25.307555999999998,NCR,Uttar Pradesh,4,2,2,0.00044498831905662476
BTT,BHATNI JN,83.934035,26.381257,,,10,5,5,0.001112470797641562
CSZ,Cossimbazar,88.266903,24.122264,ER,West Bengal,4,2,2,0.00044498831905662476
VRE,VAREDIYA,73.048979,21.85838,,,9,3,6,0.0010012237178774058
NIU,NABIPUR,73.030592,21.807541,,,11,5,6,0.001223717877405718
CVJ,CHAVAJ,73.010489,21.753134000000003,,,14,5,9,0.0015574591166981867
AKV,ANKLESHWAR JN,73.000633,21.623889,,,11,5,6,0.001223717877405718
CNE,CHANDRANATHPUR,92.71665800000001,24.984962,NFR,Assam,4,2,2,0.00044498831905662476
PAO,PANOLI,72.978371,21.535197,,,14,7,7,0.0015574591166981867
CNL,CHANDAWAL,73.86881457700001,25.946542716,NWR,Rajasthan,4,2,2,0.00044498831905662476
BFY,BHESANA,73.7180903,25.82438,NWR,Rajasthan,4,2,2,0.00044498831905662476
HAT,HATHURAN,72.969512,21.501091000000002,,,11,4,7,0.001223717877405718
COL,Coromandel,78.257278,12.97518,SWR,Karnataka,4,2,2,0.00044498831905662476
KDSD,KUDSAD,72.91647999999999,21.37682,,,9,5,4,0.0010012237178774058
SYN,SAYAN,72.890287,21.317203,,,7,3,4,0.0007787295583490933
MQP,Makrandpur,79.290097,28.213407,NER,Uttar Pradesh,4,2,2,0.00044498831905662476
GTX,GOTHANGAM,72.880104,21.294043,,,9,5,4,0.0010012237178774058
MGK,MULANGUNNATHUKAVU,76.207809,10.596938999999999,,,12,7,5,0.0013349649571698743
CNKP,CHANAKYAPURI,77.172004,28.591905,NR,Delhi NCT,6,3,3,0.0006674824785849371
URN,UTRAN,72.85479600000001,21.232602,,,13,9,4,0.0014462120369340306
ST,SURAT,72.840793,21.206568,,,14,6,8,0.0015574591166981867
UDN,UDHNA JN,72.851461,21.171156,,,10,3,7,0.001112470797641562
VRU,VALIVERU,80.605456,16.188934,,,8,4,4,0.0008899766381132495
MRPL,MARAMPALLI,81.63387399999999,16.843925,,,9,3,6,0.0010012237178774058
NDD,NIDADAVOLU JN,81.67550399999999,16.898297,,,12,8,4,0.0013349649571698743
GDM,GUDMA,80.287678,21.416128,,,10,3,7,0.001112470797641562
BEF,BHUPDEOPUR,83.25998102000001,21.975035039999998,,,6,3,3,0.0006674824785849371
RIG,RAIGARH,83.39067,21.891288999999997,,,6,3,3,0.0006674824785849371
KRL,KOTARLIA,83.482238,21.883182,,,8,4,4,0.0008899766381132495
CTND,Chettinad,78.775924,10.160613,SR,Tamil Nadu,4,2,2,0.00044498831905662476
SEPR,SHERPUR,78.25287,28.919358,NR,Uttar Pradesh,4,2,2,0.00044498831905662476
NVS,NAVSARI,72.914294,20.946851,WR,Gujarat,9,6,3,0.0010012237178774058
JBD,Jalalabad,74.268446,30.60775,NR,Punjab,4,2,2,0.00044498831905662476
DDM,DAM DIM,88.67133299999999,26.859243000000003,NFR,West Bengal,5,2,3,0.000556235398820781
COE,CHITROD,70.655356,23.417869,WR,Gujarat,4,2,2,0.00044498831905662476
COM,Chomun Samod,75.70272,27.158223,NWR,Rajasthan,4,2,2,0.00044498831905662476
DKT,DHULKOT,76.78753499999999,30.395686,NR,Haryana,4,2,2,0.00044498831905662476
KUW,KANWAR,81.21464405030001,25.7036520692,,,9,4,5,0.0010012237178774058
CDMR,CHANDAULI MJHWR,83.267724,25.261093,,,7,4,3,0.0007787295583490933
KGA,KHAGA,81.102658,25.761853,,,8,4,4,0.0008899766381132495
KTCE,KATOGHAN,81.16560600000001,25.730035,,,7,3,4,0.0007787295583490933
ASCE,ATHSARAI,81.2620300824,25.678728805000002,,,12,7,5,0.0013349649571698743
CRLM,Carmelaram,77.706014,12.907633,SWR,Karnataka,4,2,2,0.00044498831905662476
CNR,CHANDAR,74.047794,15.264834,SWR,Goa,4,1,3,0.00044498831905662476
CMDP,Chimidipalli,83.07686199999999,18.262764,ECoR,Andhra Pradesh,2,1,1,0.00022249415952831238
BDL,VINDHYACHAL,82.5020212,25.160771699999998,,,4,2,2,0.00044498831905662476
TSA,TISUA,79.58628900000001,28.136577,,,6,2,4,0.0006674824785849371
TAS,Thasra,73.221682,22.797769,WR,Gujarat,4,2,2,0.00044498831905662476
GHT,GHAGHARA GHAT,81.5033135022,27.1026834977,,,7,2,5,0.0007787295583490933
BV,BABHNAN,82.500127,26.938525000000002,,,11,5,6,0.001223717877405718
CLW,Chilwariya,81.69873199999999,27.487001000000003,NER,Uttar Pradesh,4,2,2,0.00044498831905662476
GAUR,GAUR,82.56115799999999,26.913411,,,7,4,3,0.0007787295583490933
TH,TINICH,82.639707,26.882281000000003,,,7,4,3,0.0007787295583490933
BHTR,BHATPAR RANI,84.03310139999999,26.3104766,,,6,3,3,0.0006674824785849371
TUR,TURKI,85.354709,26.034431,,,7,2,5,0.0007787295583490933
RD,RAM DAYALU NAGAR,85.38359600000001,26.097367,,,9,5,4,0.0010012237178774058
BTO,BHITAURA,79.306506,28.469954,,,4,2,2,0.00044498831905662476
PKRA,PARSA KHERA,79.34185199999999,28.433371,,,5,3,2,0.000556235398820781
CHTI,CHANETI,79.42916573,28.3087958495,,,10,5,5,0.001112470797641562
BLPU,BILPUR,79.62578099999999,28.083668,,,8,4,4,0.0008899766381132495
MK,MIRANPUR KATRA,79.674809,28.03708,,,12,7,5,0.0013349649571698743
MILA,MILAKPUR HALT,79.71796182739999,27.988261374,,,11,5,6,0.001223717877405718
TLH,TILHAR,79.741776,27.972984,,,8,5,3,0.0008899766381132495
CQL,CHIRAKKAL,75.353696,11.911049,SR,Kerala,7,4,3,0.0007787295583490933
PNQ,PUNKUNNAM,76.20943,10.535053999999999,,,19,10,9,0.0021136945155189675
TCR,THRISUR,76.207919,10.514790000000001,,,19,7,12,0.0021136945155189675
CMNR,CHAMARAJANAGAR,76.932807,11.934891,SWR,Karnataka,3,1,2,0.0003337412392924686
CMJ,CHAMARAJAPURAM,76.637861,12.29844,SWR,Karnataka,4,2,2,0.00044498831905662476
BKA,BARKHERA,77.649646,22.917359,,,9,3,6,0.0010012237178774058
ODG,OBAIDULLA GANJ,77.587299,22.994912,,,8,4,4,0.0008899766381132495
ACL,ANCHELI,72.944978,20.845167,WR,Gujarat,10,5,5,0.001112470797641562
CVR,CHORVAD ROAD,70.290734,21.055196000000002,WR,Gujarat,5,3,2,0.000556235398820781
CTH,CHIKALTHANA,75.402851,19.859565,SCR,Maharashtra,5,2,3,0.000556235398820781
BTKD,BHARATKUND,82.12739309999999,26.6360965,NR,Uttar Pradesh,6,3,3,0.0006674824785849371
DHW,Dhariwal,75.32156499999999,31.949113,NR,Punjab,5,2,3,0.000556235398820781
SAI,SARAI,85.27660900000001,25.779962,,,7,3,4,0.0007787295583490933
CPE,Chandiposi,84.915988,22.068676999999997,SER,Orissa,4,2,2,0.00044498831905662476
CRU,CHUDAWA,77.1169303369,19.1803282622,SCR,Maharashtra,4,2,2,0.00044498831905662476
DBB,DHUBRI,89.977952,26.023137000000002,NFR,Assam,2,1,1,0.00022249415952831238
PNP,PANIPAT JN,76.96379300000001,29.388948,,,11,5,6,0.001223717877405718
CPS,CHANDPUR SIAU HALT,78.27585499999999,29.13201,NR,Uttar Pradesh,6,3,3,0.0006674824785849371
CX,CHANOL,70.53884199999999,22.427916,WR,Gujarat,10,5,5,0.001112470797641562
