station_code,station_name,hop_number,cascaded_delay,path,num_trains_affected
FHT,FARAH TOWN,5,19.7,HWH → JJKR → NDLS → DHO → MIA → FHT,13
JJ,JAJAU,5,19.7,HWH → JJKR → NDLS → DHO → MIA → JJ,8
NMY,NOONMATI,5,19.7,HWH → JJKR → NDLS → BMGN → NGC → NMY,5
PQS,PARK CIRCUS,5,19.7,HWH → JJKR → NDLS → NKG → SDAH → PQS,5
ORH,ODDARAHALLI,5,19.7,HWH → JJKR → NDLS → SLOR → MKL → ORH,13
TDV,THONDEBHAVI,5,19.7,HWH → JJKR → NDLS → SLOR → MKL → TDV,7
SRUR,SIRPUR TOWN,5,19.7,HWH → JJKR → NDLS → SLOR → VHGN → SRUR,12
RAG,RAIGIR,5,19.7,HWH → JJKR → NDLS → SLOR → VHGN → RAG,8
KTTR,KATTUR,5,19.7,HWH → JJKR → NDLS → SLOR → VHGN → KTTR,8
BRBD,BORABANDA,5,19.7,HWH → JJKR → NDLS → SLOR → RGPM → BRBD,7
RDM,RAMGUNDAM,5,19.7,HWH → JJKR → NDLS → SLOR → RGPM → RDM,15
KJL,KHUMGAON BURTI,5,19.7,HWH → JJKR → NDLS → SLOR → KMKD → KJL,10
MKU,MALKAPUR,5,19.7,HWH → JJKR → NDLS → SLOR → KMKD → MKU,12
KYOP,KOTTAPALLI,5,19.7,HWH → JJKR → NDLS → SLOR → SEGM → KYOP,15
MJRI,MAJRI JN,5,19.7,HWH → JJKR → NDLS → SLOR → SEGM → MJRI,16
KATL,KATOL,5,19.7,HWH → JJKR → NDLS → SLOR → SEGM → KATL,9
SWQ,Sangwi,5,19.7,HWH → JJKR → NDLS → SLOR → WRD → SWQ,4
DWM,Darwha Moti Bagh Junction,5,19.7,HWH → JJKR → NDLS → SLOR → WRD → DWM,4
PAI,PABAI,5,19.7,HWH → JJKR → NDLS → SNN → HGT → PAI,12
PTKP,POTKAPALLI,5,19.7,HWH → JJKR → NDLS → SNN → HGT → PTKP,8
ANQ,AMNAPUR,5,19.7,HWH → JJKR → RDU → HAUR → GIT → ANQ,10
PLHL,PALLAHALLI HALT,5,19.7,HWH → JJKR → RDU → TPTY → MRLA → PLHL,10
MNPT,MUNGILIPATTU,5,19.7,HWH → JJKR → RDU → TPTY → TCNR → MNPT,10
YAL,YATALURU,5,19.7,HWH → JJKR → RDU → TPTY → SIE → YAL,9
KPPR,KARUPPUR,5,19.7,HWH → JJKR → RDU → TPTY → SIE → KPPR,9
CTO,CHITTOOR,5,19.7,HWH → JJKR → RDU → TPTY → SIE → CTO,14
VRA,Valavanur,5,19.7,HWH → JJKR → RDU → TPTY → TPW → VRA,5
VZ,VIJAYAMANGALAM,5,19.7,HWH → JJKR → RDU → TPTY → TPW → VZ,9
CGI,CHANDRAGIRI,5,19.7,HWH → JJKR → RDU → TPTY → TPW → CGI,9
HLZ,Haldia,5,19.7,HWH → JJKR → RDU → TPTY → MBL → HLZ,3
SGE,SANKARIDURG,5,19.7,HWH → JJKR → RDU → TPTY → RU → SGE,16
MRM,MAMANDURU,5,19.7,HWH → JJKR → RDU → TPTY → RU → MRM,4
PUDI,PUDI,5,19.7,HWH → JJKR → RDU → TPTY → RU → PUDI,9
YPD,YERPEDU,5,19.7,HWH → JJKR → RDU → TPTY → RU → YPD,7
DSPT,DANISHPET,5,19.7,HWH → JJKR → NDLS → SLOR → MKL → DSPT,7
MQN,MANYAMKONDA,5,19.7,HWH → JJKR → NDLS → SLOR → MKL → MQN,7
MHDB,MAHADIA PH,5,19.7,HWH → JJKR → RDU → JMG → SSPR → MHDB,5
DNDL,DANDI MAL,5,19.7,HWH → JJKR → RDU → JMG → SSPR → DNDL,5
BAKL,BAKAL,5,19.7,HWH → JJKR → RDU → JMG → DAO → BAKL,8
DAPD,DAPODI,5,19.7,HWH → JJKR → RDU → NASP → NRP → DAPD,10
PGI,PARPANANGADI,5,19.7,HWH → JJKR → RDU → NASP → TUP → PGI,10
VKI,VENKATAGIRI,5,19.7,HWH → JJKR → RDU → NASP → TUP → VKI,8
SHI,SINGANALLUR,5,19.7,HWH → JJKR → RDU → NASP → TUP → SHI,17
CKI,CHALAKUDI,5,19.7,HWH → JJKR → RDU → NASP → TUP → CKI,15
PCV,Palakkodu,5,19.7,HWH → JJKR → RDU → NASP → TUP → PCV,6
OML,OMALUR,5,19.7,HWH → JJKR → RDU → NASP → TUP → OML,11
MDKI,MADUKARAI,5,19.7,HWH → JJKR → RDU → NASP → TUP → MDKI,11
WRA,WALAYAR,5,19.7,HWH → JJKR → RDU → NASP → TUP → WRA,11
KASR,KANAS ROAD,5,19.7,HWH → JJKR → RDU → NASP → AKP → KASR,9
CCA,CHIGICHERLA,5,19.7,HWH → JJKR → RDU → NASP → AKP → CCA,12
MIPM,MARRIPALEM,5,19.7,HWH → JJKR → RDU → NASP → BVM → MIPM,20
BGWI,BEGDAEWADI,5,19.7,HWH → JJKR → RDU → HAUR → GIT → BGWI,10
NPKM,NANDIYAMPAKKAM,5,19.7,HWH → JJKR → MKTP → MS → PON → NPKM,11
MNUR,MANNANUR,5,19.7,HWH → JJKR → MKTP → MS → PON → MNUR,10
KXP,KANIYAPURAM,5,19.7,HWH → JJKR → MKTP → MS → PON → KXP,11
MVN,MILAVITTAN,5,19.7,HWH → JJKR → MKTP → MS → TME → MVN,5
MPKT,CHENNAI PARK TOWN,5,19.7,HWH → JJKR → MKTP → MS → MPK → MPKT,6
MSF,CHENNAI FORT,5,19.7,HWH → JJKR → MKTP → MS → MPK → MSF,6
MHLC,MONKEY HILL,5,19.7,HWH → JJKR → MKTP → MS → TKW → MHLC,6
NNCN,NAGNATH CABIN,5,19.7,HWH → JJKR → MKTP → MS → TKW → NNCN,4
VGE,VALAPPADI G HLT,5,19.7,HWH → JJKR → MKTP → MS → MPLI → VGE,6
APN,AYODHYAPATTANAM,5,19.7,HWH → JJKR → MKTP → MS → MPLI → APN,6
PDKM,PEDANAYAKANPALAYAM,5,19.7,HWH → JJKR → MKTP → MS → MPLI → PDKM,8
MGSJ,MAGNESITE JN,5,19.7,HWH → JJKR → MKTP → MS → MPLI → MGSJ,14
NBK,NUNGAMBAKKAM,5,19.7,HWH → JJKR → MKTP → MS → MSC → NBK,5
KUE,KURSELA,5,19.7,HWH → JJKR → MKTP → HCM → CPP → KUE,17
IRP,IRAVIPURAM,5,19.7,HWH → JJKR → MKTP → BSDP → BTVA → IRP,18
GHLE,GADADHARPUR,5,19.7,HWH → JJKR → MKTP → BSDP → BTVA → GHLE,7
SMTL,SIMARIATAL,5,19.7,HWH → JPR → MPD → TEL → YGL → SMTL,8
SJL,SANGAM JAGARLAMUDI,5,19.7,HWH → JPR → MPD → TEL → AKU → SJL,5
PRSL,Pandrasali,5,19.7,HWH → JPR → KGP → GII → RKSN → PRSL,4
RRL,REWRAL,5,19.7,HWH → JPR → KGP → GII → KNM → RRL,8
COL,Coromandel,5,19.7,HWH → JPR → KPL → BWT → BEML → COL,4
RVSN,RVS NAGAR,5,19.7,HWH → JPR → KPL → BWT → VRDP → RVSN,14
MOLK,MOLAKARAMPATTI,5,19.7,HWH → JPR → KPL → BWT → VRDP → MOLK,12
MDVE,MAHENDRA VADI,5,19.7,HWH → JPR → KPL → BWT → VRDP → MDVE,13
BSM,BISANATTAM,5,19.7,HWH → JPR → KPL → BWT → KSM → BSM,8
BDY,BUDDIREDDIPPATI,5,19.7,HWH → JPR → KPL → BWT → TCL → BDY,9
BFW,BYATRAYANHALLI,5,19.7,HWH → JPR → KPL → BWT → TCL → BFW,7
YNK,YELHANKA JN,5,19.7,HWH → JPR → KPL → LOGH → KDGH → YNK,10
BHP,BOLPUR SHANTINIKETAN,5,19.7,HWH → JPR → KPL → ALM → KUK → BHP,6
SUP,Srungavarapukota,5,19.7,HWH → JPR → KPL → KTV → MVW → SUP,2
KFI,KAPPIL,5,19.7,HWH → JJKR → MKTP → MS → PON → KFI,8
KZK,KAZHAKUTTAM,5,19.7,HWH → JJKR → MKTP → MS → PON → KZK,9
KLQ,Kilikollur,5,19.7,HWH → JPR → MPD → TVC → QLN → KLQ,4
MQU,MURUKKAMPUZHA,5,19.7,HWH → JPR → MPD → TVC → QLN → MQU,11
STKT,SASTHANKOTTA,5,19.7,HWH → JPR → MPD → TVC → QLN → STKT,17
PPNS,PAPPINISSERY,5,19.7,HWH → JPR → MPD → TVC → QLN → PPNS,10
CQL,CHIRAKKAL,5,19.7,HWH → JPR → MPD → TVC → QLN → CQL,7
BRAM,BALARAMAPURAM,5,19.7,HWH → JPR → MPD → TVC → NEM → BRAM,4
PRND,PERINAD,5,19.7,HWH → JPR → MPD → TVC → TVP → PRND,16
PLL,PARLI,5,19.7,HWH → JPR → MPD → TVC → TVP → PLL,9
AXA,AMARSAR,5,19.7,HWH → JPR → MPD → TVC → TVP → AXA,7
KCVL,KOCHUVELI,5,19.7,HWH → JPR → MPD → TVC → TVP → KCVL,16
RNBD,RANA BORDI,5,19.7,HWH → JPR → MPD → PBR → RWO → RNBD,4
SE,SEMLA,5,19.7,HWH → JPR → MPD → APQ → TRSR → SE,8
JSPR,JASHAPAR,5,19.7,HWH → JPR → MPD → APQ → TRSR → JSPR,4
ZPI,Zampini,5,19.7,HWH → JPR → MPD → TEL → CIV → ZPI,4
PUK,PUDUKAD,5,19.7,HWH → JPR → MPD → TEL → YGL → PUK,12
MTMI,MOTIMARI,5,19.7,HWH → JPR → MPD → TEL → YGL → MTMI,11
NPJE,NICHITPUR,5,19.7,HWH → JPR → BBM → AUBR → MRQ → NPJE,6
BCJ,BAGAHABISHUNPUR,5,19.7,HWH → JPR → BBM → AUBR → SEB → BCJ,6
BSYA,BARKISALALYA,5,19.7,HWH → JPR → BBM → AUBR → SEB → BSYA,4
DOS,DEHRI ON SONE,5,19.7,HWH → JPR → BBM → AUBR → SEB → DOS,6
BHKH,BAGHOI KUSA,5,19.7,HWH → JPR → BBM → AUBR → PES → BHKH,7
TAO,TAMNA,5,19.7,HWH → JPR → BBM → URMA → KTD → TAO,5
CDMR,CHANDAULI MJHWR,5,19.7,HWH → JPR → BBM → BRMD → GAP → CDMR,7
SYJ,SAIDRAJA,5,19.7,HWH → JPR → BBM → BRMD → GAP → SYJ,9
CDB,CHAUDHRIBANDH,5,19.7,HWH → JPR → BBM → BRMD → GAP → CDB,11
PRP,PAHARPUR,5,19.7,HWH → JPR → BBM → BRMD → GAP → PRP,8
AJJN,ARAKKONAM JN NORTH,5,19.7,HWH → JPR → MPD → TVC → TRX → AJJN,8
PQM,PAKKAM,5,19.7,HWH → JPR → MPD → TVC → TRX → PQM,4
MNY,MANKARAI,5,19.7,HWH → JPR → MPD → TVC → KRAN → MNY,9
DINR,DIVINE NAGAR,5,19.7,HWH → JPR → MPD → TVC → KRAN → DINR,15
SA,SALEM JN,5,19.7,HWH → JPR → MPD → TVC → PYX → SA,19
RAM,RAMAPURAM,5,19.7,HWH → JPR → MPD → TVC → PYX → RAM,10
LKO,LUCKNOW,5,19.7,HWH → JPR → GVN → KDM → LBH → LKO,26
BHAW,BLOCK HUT A (BHA),5,19.7,HWH → JPR → GVN → KDM → LBH → BHAW,9
LNWT,LUCKNOW WEST (ALH),5,19.7,HWH → JPR → GVN → KDM → LBH → LNWT,23
NDZ,NIDIGALLU,5,19.7,HWH → JPR → GVN → KVR → VDD → NDZ,9
JL,JALGAON JN,5,19.7,HWH → JPR → CND → BRBS → SINI → JL,13
JOM,JOGI MAGRA,5,19.7,HWH → JPR → CND → MLR → FA → JOM,6
JUL,JHULASAN,5,19.7,HWH → JPR → CND → MLR → FA → JUL,10
KZQ,KHIMEL,5,19.7,HWH → JPR → CND → MLR → FA → KZQ,7
BRLY,BIROLIYA,5,19.7,HWH → JPR → CND → MLR → FA → BRLY,8
ANMD,ARANG MAHANADI,5,19.7,HWH → JPR → CND → MLR → BLSN → ANMD,4
MSMD,MAHASAMUND,5,19.7,HWH → JPR → CND → MLR → BLSN → MSMD,6
CSN,CHALISGAON JN,5,19.7,HWH → JPR → CND → MLR → MYJ → CSN,14
MWD,MHASAVAD,5,19.7,HWH → JPR → CND → MLR → MYJ → MWD,12
BD,BADNERA JN,5,19.7,HWH → JPR → CND → DIP → TMT → BD,10
TRO,TIRORA,5,19.7,HWH → JPR → CND → DIP → KWN → TRO,7
ADSR,ADSR,5,19.7,HWH → JPR → BBM → AUBR → CPBH → ADSR,6
TMP,TAMARAIPADI,5,19.7,HWH → JPR → GVN → TGP → CKNI → TMP,7
CRV,CHUREB,5,19.7,HWH → JPR → GVN → TGP → KLD → CRV,8
MHH,MAGHAR,5,19.7,HWH → JPR → GVN → TGP → KLD → MHH,13
SUW,SUKHISEWANIYAN,5,19.7,HWH → JPR → GVN → TGP → GDYA → SUW,11
TPJ,TIRUCHIRAPPALLI,5,19.7,HWH → JPR → GVN → TGP → OTK → TPJ,13
VER,VELLUR HALT,5,19.7,HWH → JPR → GVN → TGP → OTK → VER,6
HDL,HODAL,5,19.7,HWH → JPR → GVN → TGP → PDPL → HDL,11
YDLP,YADALAPUR,5,19.7,HWH → JPR → GVN → TGP → PDPL → YDLP,7
TNR,TANGUTURU,5,19.7,HWH → JPR → GVN → TGP → PJB → TNR,13
NNN,NANGUNERI,5,19.7,HWH → JPR → GVN → KDM → DYS → NNN,8
VLY,VALLIYUR,5,19.7,HWH → JPR → GVN → KDM → DYS → VLY,6
PBP,PEMBARTI,5,19.7,HWH → JPR → GVN → KDM → BPQ → PBP,8
LRJ,LAKSAR JN,5,19.7,HWH → JPR → GVN → KDM → BPQ → LRJ,10
RMBG,RAMGHAT HALT,5,19.7,HWH → JPR → GVN → KDM → LBH → RMBG,6
KHJA,KHANJA HALT,5,19.7,HWH → JPR → GVN → KDM → LBH → KHJA,8
PATI,PARSA TEWARI,5,19.7,HWH → JPR → GVN → KDM → LBH → PATI,17
NK,NASIK ROAD,5,19.7,HWH → JPR → YAD → BGN → DI → NK,8
MZR,MURTAJAPUR,5,19.7,HWH → JPR → YAD → BGN → KTP → MZR,9
HHD,HUNSIHADGIL,5,19.7,HWH → JPR → YAD → NI → SVG → HHD,6
BBD,BABLAD,5,19.7,HWH → JPR → YAD → NI → SVG → BBD,7
PDG,PARADGAON,5,19.7,HWH → JPR → YAD → NI → GAA → PDG,6
NR,NIPHAD,5,19.7,HWH → JPR → YAD → NI → GAA → NR,12
NGD,NAGARDEVLA,5,19.7,HWH → JPR → YAD → NI → GAA → NGD,13
URI,URULI,5,19.7,HWH → JPR → YAD → NI → LONI → URI,7
MJBK,MANJARI BUDRUK,5,19.7,HWH → JPR → YAD → NI → LONI → MJBK,7
THK,THAKRULI,5,19.7,HWH → JPR → YAD → NI → RHNE → THK,13
SGND,SHRIGONDA ROAD,5,19.7,HWH → JPR → YAD → NI → RHNE → SGND,6
PC,PACHORA JN,5,19.7,HWH → JPR → YAD → NI → RHNE → PC,16
AMIN,AMIN,5,19.7,HWH → JPR → GVN → TGP → PGMD → AMIN,6
OKAC,OKAC,5,19.7,HWH → JPR → GVN → TGP → PGMD → OKAC,10
TKI,TAKLI,5,19.7,HWH → JPR → GVN → TGP → CKNI → TKI,11
KOU,KODURU,5,19.7,HWH → JPR → GVN → TGP → CKNI → KOU,6
YDD,YADUDIH,5,19.7,HWH → JPR → SZZ → HRE → SMND → YDD,4
AHM,AHIMANPUR,5,19.7,HWH → JPR → SZZ → HRE → MBS → AHM,4
KFK,KATKA,5,19.7,HWH → JPR → SZZ → HRE → MBS → KFK,5
WADO,WADODA,5,19.7,HWH → JPR → YAD → AK → SVW → WADO,10
UGWE,Ugwe,5,19.7,HWH → JPR → YAD → AK → KQV → UGWE,4
MZRT,Murtajapur Town,5,19.7,HWH → JPR → YAD → AK → KQV → MZRT,4
VLN,Vilegaon,5,19.7,HWH → JPR → YAD → AK → KQV → VLN,4
KUCH,KUCHAVARAM HALT,5,19.7,HWH → JPR → YAD → AK → STDB → KUCH,5
LHD,LOHOGAD,5,19.7,HWH → JPR → YAD → AK → BSQ → LHD,6
JUK,JAULKA,5,19.7,HWH → JPR → YAD → AK → BSQ → JUK,8
PS,PARAS,5,19.7,HWH → JPR → YAD → AK → GAO → PS,7
ST,SURAT,5,19.7,HWH → JPR → YAD → BGN → SNK → ST,14
HOL,HOL,5,19.7,HWH → JPR → YAD → BGN → SNK → HOL,5
GIMB,GANDHIDHAM BG,5,19.7,HWH → JPR → YAD → BGN → TKHE → GIMB,13
VGI,VANGANI,5,19.7,HWH → JPR → YAD → BGN → DI → VGI,9
KO,KOSGI,5,19.7,HWH → JPR → YAD → BGN → DI → KO,8
DKCH,DAKACHA,5,19.7,HWH → JPR → CHBT → BSP → LKBR → DKCH,6
R,RAIPUR JN,5,19.7,HWH → JPR → CHBT → BSP → SRWN → R,13
GTK,GHUTKU,5,19.7,HWH → JPR → CHBT → BSP → USL → GTK,4
SZB,SARONA CABIN,5,19.7,HWH → JPR → CHBT → BSP → GTW → SZB,10
JRMG,JAIRAMNAGAR,5,19.7,HWH → JPR → CHBT → BSP → GTW → JRMG,5
WRC,W R S COLONY PH,5,19.7,HWH → JPR → CHBT → BYL → SLH → WRC,10
BUA,BARADWAR,5,19.7,HWH → JPR → CHBT → BYL → BYT → BUA,9
ND,NADIAD JN,5,19.7,HWH → JPR → CHBT → BYL → BYT → ND,17
BKTH,BAIKUNTH,5,19.7,HWH → JPR → CHBT → BYL → BYT → BKTH,8
TGM,TANGARMUNDA,5,19.7,HWH → JPR → CHBT → DPH → BMB → TGM,7
KBT,KADAMBATTUR,5,19.7,HWH → JPR → SZZ → BBS → BNC → KBT,10
BM,BODMA,5,19.7,HWH → JPR → SZZ → BBS → ANJE → BM,11
TNJE,TENTULLA,5,19.7,HWH → JPR → SZZ → BBS → ANJE → TNJE,4
ASNE,ASANSOL EAST,5,19.7,HWH → JPR → SZZ → BBS → ANJE → ASNE,16
LBZ,LALBAG BH,5,19.7,HWH → JPR → SZZ → HRE → LRB → LBZ,4
DSME,DASARA,5,19.7,HWH → JPR → SZZ → HRE → LRB → DSME,8
STPM,S NARAYANAPURAM,5,19.7,HWH → JPR → KLX → DIG → MOD → STPM,8
NWBV,NWBV,5,19.7,HWH → JPR → KLX → DIG → MOD → NWBV,7
TGQ,TENGANMADA,5,19.7,HWH → JPR → DGB → PDU → BIG → TGQ,4
SLKR,SALKAROAD,5,19.7,HWH → JPR → DGB → PDU → BIG → SLKR,5
KAPM,Kottapalem,5,19.7,HWH → JPR → DGB → PDU → VSKP → KAPM,4
WAT,WALTAIR,5,19.7,HWH → JPR → DGB → PDU → VSKP → WAT,10
HG,HOTGI,5,19.7,HWH → JPR → DGB → PDU → AKOR → HG,9
TLT,TILATI,5,19.7,HWH → JPR → DGB → PDU → AKOR → TLT,5
NGS,NAGANSUR,5,19.7,HWH → JPR → DGB → PDU → AKOR → NGS,5
PDSN,Peddasana,5,19.7,HWH → JPR → DGB → NWP → TEK → PDSN,4
SLY,SAMALPATTI,5,19.7,HWH → JPR → DGB → NWP → DST → SLY,8
DPI,DODDAMPATTI,5,19.7,HWH → JPR → DGB → NWP → DST → DPI,10
JTR,JATKANHAR,5,19.7,HWH → JPR → CHBT → AKT → DGG → JTR,7
URK,URKURA,5,19.7,HWH → JPR → CHBT → AKT → KTSH → URK,12
NIA,NAILA,5,19.7,HWH → JPR → CHBT → AKT → KPNA → NIA,8
SRBA,Saragbundia,5,19.7,HWH → JPR → CHBT → KRBA → URGA → SRBA,4
ALER,ALER,5,19.7,HWH → JPR → KLX → PUA → KI → ALER,8
GUU,GUNDRATIMADUGU,5,19.7,HWH → JPR → KLX → PUA → KI → GUU,13
TLU,TARLUPADU,5,19.7,HWH → JPR → KLX → VAT → CBM → TLU,5
JBK,JAGGAMBOTLA KRISHNAPURAM,5,19.7,HWH → JPR → KLX → VAT → CBM → JBK,5
RPM,ROYAPURAM,5,19.7,HWH → JPR → KLX → VAT → UGD → RPM,7
MLM,MALTHAN,5,19.7,HWH → JPR → KLX → VAT → PRH → MLM,12
MRK,MARKAPUR ROAD,5,19.7,HWH → JPR → KLX → VAT → PRH → MRK,5
RCG,RACHAGUNNARI,5,19.7,HWH → JPR → KLX → TSR → UPD → RCG,6
MVPM,MAVELIPALAIYAM,5,19.7,HWH → JPR → KLX → TSR → PGU → MVPM,14
VRI,VRIDHACHALAM JN,5,19.7,HWH → JPR → KLX → TSR → PGU → VRI,13
MMCC,MOOR MARKET,5,19.7,HWH → JPR → KLX → NVC → MAS → MMCC,2
SUBL,HUBLI SOUTH,5,19.7,HWH → JPR → KLX → NVC → MAS → SUBL,8
AKM,ARAMBAKKAM,5,19.7,HWH → JPR → KLX → NVC → MAS → AKM,10
REPI,RANGEPALLI,5,19.7,HWH → JPR → KLX → NVC → MAS → REPI,7
RVKH,RAVINDRAKHANI,5,19.7,HWH → JPR → KLX → NVC → BKL → RVKH,16
MCI,MANCHIRYAL,5,19.7,HWH → JPR → KLX → NVC → BKL → MCI,11
MAF,MANUR,5,19.7,HWH → JPR → VTM → PEL → AIP → MAF,9
MBM,MAMBALAM,5,19.7,HWH → JPR → VTM → PEL → SP → MBM,4
TNGR,THONGANUR,5,19.7,HWH → JPR → VTM → KRV → OGL → TNGR,11
MMNK,MARAIMALAM NAGAR,5,19.7,HWH → JPR → VTM → KAQ → KVZ → MMNK,5
GDY,GUINDY,5,19.7,HWH → JPR → VTM → KPLL → SPE → GDY,6
ANNR,ANNANUR,5,19.7,HWH → JPR → VTM → KPLL → SPE → ANNR,6
KAVM,KATHIVAKKAM,5,19.7,HWH → JPR → VTM → JAQ → DVR → KAVM,9
ABU,AMBATTUR,5,19.7,HWH → JPR → VTM → JAQ → DVR → ABU,11
WST,WASHERMANPET,5,19.7,HWH → JPR → VTM → JAQ → KOK → WST,9
WKA,VAKAV,5,19.7,HWH → JPR → KLX → CU → MO → WKA,9
MVE,MUNDHEWADI,5,19.7,HWH → JPR → KLX → CU → MO → MVE,9
MKPT,MALIKPETH,5,19.7,HWH → JPR → KLX → CU → MO → MKPT,10
PTLR,PUTLUR HALT,5,19.7,HWH → JPR → KLX → CU → APB → PTLR,6
MJR,MINJUR,5,19.7,HWH → JPR → KLX → CU → APB → MJR,16
OLR,THRISSUR OLLUR HALT,5,19.7,HWH → JPR → KLX → TMC → KJJ → OLR,12
VRLR,VIRANI ALUR,5,19.7,HWH → JPR → KLX → TMC → KJJ → VRLR,6
KDG,KEDGAON,5,19.7,HWH → GOL → MXW → HSL → YL → KDG,9
KPG,KOPARGAON,5,19.7,HWH → GOL → MXW → HSL → YL → KPG,6
VMLD,VEMULURIPADU,5,19.7,HWH → JPR → NBR → MAG → CRPM → VMLD,4
MVRM,MALLAVARAM,5,19.7,HWH → JPR → NBR → MAG → CRPM → MVRM,7
BDPL,BANDARUPALLE,5,19.7,HWH → JPR → NBR → GNT → NLPD → BDPL,4
GDM,GUDMA,5,19.7,HWH → JPR → SAL → DAE → TLN → GDM,10
CRD,MUMBAI CURREY ROAD,5,19.7,HWH → JPR → SAL → DAE → PR → CRD,6
DR,MUMBAI DADAR CENTRAL,5,19.7,HWH → JPR → SAL → DAE → PR → DR,8
TLD,TILDA,5,19.7,HWH → JPR → SAL → DBEC → HN → TLD,9
MXA,MARAUDA,5,19.7,HWH → JPR → SAL → DBEC → DURG → MXA,10
RSM,RASMARA,5,19.7,HWH → JPR → SAL → DBEC → DURG → RSM,8
AMDI,Amdi Halt,5,19.7,HWH → JPR → SAL → KNHN → RTK → AMDI,2
MNDA,MANDURA,5,19.7,HWH → JPR → SAL → CHCR → TAR → MNDA,7
BRPL,BARPALI,5,19.7,HWH → JPR → VTM → PEL → THV → BRPL,6
SPRD,SINGAPURAM ROAD,5,19.7,HWH → JPR → VTM → PEL → THV → SPRD,6
KOTR,KORATTUR,5,19.7,HWH → JPR → VTM → PEL → AIP → KOTR,9
NDN,NARDANA,5,19.7,HWH → GOL → SWR → BHNE → BEW → NDN,4
NN,NANDURA,5,19.7,HWH → GOL → SWR → BHNE → PLD → NN,12
NDB,NANDURBAR,5,19.7,HWH → GOL → SWR → BHNE → DXG → NDB,8
GDBR,GOONDA BIHAR,5,19.7,HWH → GOL → SWR → LPH → CNI → GDBR,6
AKR,AKOLNER,5,19.7,HWH → GOL → DRWN → NGN → SRL → AKR,7
LBG,LIMBGAON,5,19.7,HWH → GOL → DRWN → NGN → ANK → LBG,5
PAL,PALASNER,5,19.7,HWH → GOL → DRWN → NGN → ANK → PAL,6
NSL,NAGARSOL,5,19.7,HWH → GOL → DRWN → NGN → ANK → NSL,6
QCAB,QCAB,5,19.7,HWH → GOL → TUX → BRM → CKP → QCAB,2
BRJN,BRAJRAJNAGAR,5,19.7,HWH → GOL → MXW → PNPL → DTV → BRJN,8
MWA,MANDWA,5,19.7,HWH → GOL → MXW → HSL → ASO → MWA,12
SNRD,MUMBAI SANDHURST ROAD,5,19.7,HWH → GOL → MXW → HSL → BY → SNRD,7
CHG,MUMBAI CHINCHPOKLI,5,19.7,HWH → GOL → MXW → HSL → BY → CHG,5
KJ,KAJGAON,5,19.7,HWH → GOL → MXW → HSL → VGL → KJ,13
KBSN,KASBE-SUKENE,5,19.7,HWH → GOL → MXW → HSL → IGP → KBSN,10
RNJD,RANJANGAON RD,5,19.7,HWH → GOL → MXW → HSL → YL → RNJD,7
BETI,Bhetasi,5,19.7,HWH → BSBP → MDKU → INK → VDA → BETI,4
ADD,ADAS ROAD,5,19.7,HWH → BSBP → MDKU → INK → VDA → ADD,9
Y,YELIYUR,5,19.7,HWH → BSBP → MDKU → INK → DVD → Y,6
KZJ,KAZIPET JN,5,19.7,HWH → BSBP → MDKU → INK → NKD → KZJ,8
MSW,MASKANWA,5,19.7,HWH → BSBP → MDKU → NDO → NLS → MSW,16
TISI,TISI,5,19.7,HWH → BSBP → CEL → KBH → CUE → TISI,8
KFF,KOLDA,5,19.7,HWH → BSBP → CEL → KBH → KHTG → KFF,8
MDDG,Malad Gaon,5,19.7,HWH → BSBP → CEL → HVM → DD → MDDG,4
JEUR,JEUR,5,19.7,HWH → BSBP → CEL → HVM → DD → JEUR,5
MOL,MULI ROAD,5,19.7,HWH → BSBP → CEL → HVM → DD → MOL,8
BGVN,BHIGWAN,5,19.7,HWH → BSBP → CEL → HVM → DD → BGVN,8
PAA,PATAS,5,19.7,HWH → BSBP → CEL → HVM → DD → PAA,9
BRB,BORIBIAL,5,19.7,HWH → BSBP → CEL → HVM → DD → BRB,9
KSTH,KASHTI,5,19.7,HWH → BSBP → CEL → HVM → DD → KSTH,6
GWM,GANNAVARAM,5,19.7,HWH → BSBP → CEL → GALA → MBD → GWM,10
RMV,RAMAVARAPPADU,5,19.7,HWH → BSBP → CEL → KKRM → BZA → RMV,6
KLVA,KALVA,5,19.7,HWH → BSBP → KIG → CSTM → NHU → KLVA,7
MLND,MULUND,5,19.7,HWH → BSBP → KIG → CSTM → NHU → MLND,6
SHLU,SHELU,5,19.7,HWH → BSBP → KIG → CSTM → CCH → SHLU,12
NAG,NAGARGALI,5,19.7,HWH → BSBP → KIG → CSTM → CCH → NAG,6
PMP,PIMPRI,5,19.7,HWH → BSBP → KIG → CSTM → CCH → PMP,6
AKRD,AKURDI,5,19.7,HWH → BSBP → KIG → CSTM → CCH → AKRD,9
APTA,APTA,5,19.7,HWH → BSBP → KIG → CSTM → HMRR → APTA,14
PEN,PEN,5,19.7,HWH → BSBP → KIG → CSTM → HMRR → PEN,15
LOL,LOLIEM,5,19.7,HWH → BSBP → KIG → CSTM → HMRR → LOL,6
KEY,KAGANKARAI,5,19.7,HWH → BSBP → MDKU → CJM → KHT → KEY,8
AKY,AKKURTI,5,19.7,HWH → BSBP → MDKU → CJM → KHT → AKY,5
